Non T2D 1	Non T2D 2	Non T2D 3	Non T2D 4	Non T2D 5	Non T2D 6
CDRT1	19	11	3	17	11	3
TRIM16	180	1391	283	560	126	313
TBC1D26	0	0	0	0	10	9
MEIS3P1	97	566	351	303	133	78
ZNF286A	610	1624	1683	193	168	73
CDRT15P2	0	0	0	0	0	0
LOC101928567	0	0	0	0	0	0
ZSWIM7	3005	10085	5792	5305	1916	1049
TTC19	3015	9879	5958	3728	3257	1306
MIR1288	0	0	0	0	0	0
LRRC75A-AS1	64326	81647	83430	41262	23145	8587
SNORD49A	4	65	40	41	15	6
UBB	52379	236260	100684	64846	42164	23128
TRPV2	306	1026	475	625	208	336
SNORD49B	33	176	8	129	56	18
SNORD65	3	25	0	12	4	1
ZNF287	587	5007	3261	871	513	210
ZNF624	513	536	243	319	165	38
USP32P1	116	555	80	0	1	6
KRT16P2	0	1	0	0	0	0
FAM106CP	0	0	0	0	0	0
TNFRSF13B	0	1	0	0	0	0
FLCN	9862	11126	9463	2691	1918	752
PLD6	231	2085	527	504	342	182
NT5M	117	573	65	347	350	245
MED9	1689	4858	259	2656	1005	553
RASD1	18925	41354	8664	35911	12547	5631
SMCR9	0	10	5	7	0	0
SMCR5	34	713	0	17	65	13
MIR33B	0	0	0	1	0	0
SREBF1	2491	13502	2145	8880	6666	2888
MIR6777	0	0	0	0	2	0
LRRC48	256	1226	189	487	133	56
ATPAF2	2440	6515	2687	2072	778	796
DRG2	2525	9172	1660	3559	2036	1277
MYO15A	248	703	76	80	176	112
FLII	7303	20475	3931	9008	4675	2531
MIEF2	1035	4486	443	2065	1111	612
LLGL1	497	15	14	668	447	107
TOP3A	441	3914	250	1018	440	168
EVPLL	0	0	0	6	0	0
SHMT1	466	2923	361	2232	70	209
KRT17P5	0	0	0	0	0	0
KRT16P1	0	0	0	0	0	0
FLJ35934	0	3	0	1	10	1
MIR6778	0	0	0	1	0	0
LGALS9C	0	9	0	11	1	0
FAM106A	0	1	0	0	7	2
USP32P2	28	227	36	9	26	4
FOXO3B	131	133	289	235	181	95
ZNF286B	134	337	610	55	15	13
TBC1D28	0	0	0	0	0	0
TVP23B	2975	7595	8493	1433	835	361
FBXW10	0	5	1	8	0	2
TRIM16L	141	527	94	471	99	58
PRPSAP2	4781	12162	5491	2394	1463	566
GRAP	0	435	114	0	6	885
FAM83G	36	259	41	1206	356	184
LOC388436+LOC79999	0	0	0	1.5	0	2
GRAPL	0	5	7	0	0	3
LOC79999	0	0	0	0	0	0
LOC388436	0	0	0	0	0	0
EPN2	193	5589	697	1807	1489	619
MIR1180	0	0	0	0	2	0
EPN2-IT1	0	105	24	27	9	1
EPN2-AS1	1	0	0	4	0	0
MAPK7	737	1797	275	1677	695	405
MFAP4	183	109	44	9	704	36
RNF112	0	0	0	1	0	0
SLC47A1	0	103	145	228	22	3
ALDH3A2	3172	17206	6237	17298	2535	1710
SLC47A2	0	1	35	14	0	0
ALDH3A1	0	41	0	44	67	15
ULK2	815	2192	1320	1491	685	413
AKAP10	1530	4118	2803	1432	762	388
CCDC144CP	13	52	2	15	9	2
KRT16P3	0	0	0	0	0	0
LGALS9B	0	1	0	0	0	1
CDRT15L2	0	0	0	0	0	0
LOC100287072	8	23	7	10	0	0
LOC440416	0	20	15	9	0	7
CCDC144NL	0	61	0	6	1	1
USP22	16402	38290	21869	12042	7532	4578
DHRS7B	2980	9269	4220	6973	1222	988
HP08942	0	21	0	0	0	0
NATD1	129	1015	26	956	369	268
MAP2K3	3642	10605	659	5628	2530	2084
KCNJ18	0	0	0	0	0	0
KCNJ12	0	0	0	2	4	0
C17orf51	8	3146	464	1011	510	221
FAM27L	1	0	0	2	0	0
FLJ36000	0	1	0	1	2	1
MTRNR2L1	233	925	342	1347	1050	472
WSB1	18849	46177	28022	12103	8381	2798
MIR4522	0	0	0	0	0	0
TBC1D3P5	0	0	0	1	0	0
LGALS9	449	2907	472	6282	787	1213
NOS2	0	0	0	10	0	0
PPY2	47	296	204	37	5	9
PYY2	328	315	29	419	104	75
TNFAIP1	5746	12204	2833	6725	1566	1227
POLDIP2	7232	28203	4715	12993	4730	2536
MIR4723	28	45	31	31	11	7
TMEM199	3339	7241	5814	3284	1557	977
VTN	1126	6238	2012	5134	928	435
TMEM97	3822	8476	2583	17470	905	377
IFT20	2945	5539	2253	2442	1092	615
SEBOX	0	0	0	0	0	0
SARM1	433	1904	317	1051	601	209
SLC46A1	1041	3722	1058	1453	749	314
SLC13A2	0	0	0	21	7	0
FOXN1	0	0	0	6	10	0
SPAG5-AS1	45	110	3	16	13	11
PIGS	7478	21009	6041	10029	4010	1764
SGK494	258	868	257	61	87	60
SDF2	4925	26077	8951	8922	4192	2253
SPAG5	36	654	29	47	287	56
ALDOC	2642	14143	4123	3489	2435	911
UNC119	1758	17423	2298	4489	4023	1779
KIAA0100	3468	10824	1902	6129	2047	1752
SNORD42B	22	20	18	6	2	0
SNORD4A	0	9	9	5	7	0
SNORD4B	0	32	14	3	0	1
TLCD1	980	3001	753	1221	611	412
RAB34	437	658	343	325	583	215
PROCA1	0	591	111	73	73	25
RPL23A	6391	22338	9191	10867	5477	2526
SNORD42A	6	55	2	68	11	0
TRAF4	1360	3354	466	10047	2405	1885
NEK8	213	2365	350	1307	572	299
NARR	0	0	0	0	0	0
ERAL1	3450	13166	5738	4834	2291	1433
MIR144	0	0	0	0	0	0
FLOT2	5950	19816	2827	11695	5388	2593
MIR451B	0	0	0	0	0	0
MIR4732	0	0	0	0	0	0
MIR451A	0	0	0	0	0	0
DHRS13	750	3438	1046	2738	1082	699
SEZ6	1011	3174	405	706	982	415
PIPOX	1573	5318	1990	1254	487	292
MYO18A	347	2703	103	1304	435	152
TIAF1	0	36	0	6	3	2
NUFIP2	2392	9976	3670	2028	1177	456
CRYBA1	0	0	30	7	0	0
MIR4523	0	0	0	0	0	0
ABHD15	1818	11379	4755	1594	3404	1208
GIT1	2513	8471	767	2442	2143	1314
TP53I13	4979	22083	663	4035	6964	3659
CORO6	0	1438	171	68	575	151
ANKRD13B	417	644	297	283	254	110
MIR423	0	6	2	10	3	2
MIR3184	0	0	0	0	0	0
SLC6A4	1182	6160	2521	611	1066	322
NSRP1	3864	13787	6887	3172	2017	957
BLMH	2464	10896	5232	2371	1733	909
TMIGD1	0	0	0	0	0	0
CPD	7985	19493	9541	4119	2612	938
SH3GL1P2	1	46	0	5	4	4
TBC1D29	0	0	0	0	0	0
LRRC37BP1	595	1318	561	520	448	241
SUZ12P1	541	1329	627	143	326	56
ATAD5	55	548	315	223	182	27
CRLF3	592	2582	971	514	421	159
DPRXP4	0	0	48	4	0	1
RNF135	1566	4084	692	1666	934	710
ADAP2	321	3053	555	167	420	199
MIR4733	0	0	0	0	0	0
EVI2B	0	96	0	11	76	7
EVI2A	0	421	431	39	80	4
MIR4724	0	0	0	0	0	0
MIR4725	0	0	0	0	0	0
MIR193A	4	0	0	11	1	0
MIR365B	0	0	0	0	0	0
UTP6	2090	5948	6183	1558	914	438
COPRS	2021	4505	3594	6981	4247	1944
LRRC37B	109	847	745	201	190	75
SH3GL1P1	16	107	0	55	26	20
ARGFXP2	0	53	104	7	2	0
RHBDL3	0	7	0	5	6	0
C17orf75	2015	4959	3709	1180	885	265
ZNF207	3872	16594	7690	8034	2968	1910
MIR632	3	15	2	3	3	2
CDK5R1	865	3673	1485	704	662	172
SPACA3	0	0	0	55	0	0
TMEM98	1930	5602	1678	3683	1038	732
AA06	0	0	0	0	6	0
CCL7	0	0	0	0	0	0
CCL11	0	0	7	0	84	0
CCL2	5134	106296	4541	20828	2966	1693
CCL13	0	0	0	0	0	0
CCL8	0	159	0	76	1	4
CCL1	0	10	0	0	0	0
TMEM132E	0	21	14	5	58	14
C17orf102	0	0	0	16	0	0
ZNF830	1656	5324	3018	1921	934	428
CCT6B	234	1408	920	382	151	126
LIG3	2005	4038	1126	1154	726	318
RFFL	104	282	60	460	96	31
RAD51D	910	1665	407	659	434	172
NLE1	439	1594	127	1403	300	265
SLC35G3	0	1	0	0	0	0
FNDC8	0	167	0	2	2	8
UNC45B	0	0	0	0	0	0
SLFN5	623	3539	1498	2266	573	479
SLFN12	0	296	254	47	14	67
SLFN12L	0	0	1	6	0	0
SLFN13	0	2	151	394	8	4
PEX12	712	3148	779	508	381	141
SNORD7	0	42	1	12	1	0
SLFN14	0	0	0	0	0	0
RASL10B	68	557	26	276	153	64
TAF15	132	1770	297	1313	649	112
CCL5	0	324	0	1	95	0
MMP28	30	0	40	75	47	194
HEATR9	0	33	0	0	0	0
C17orf50	2	26	4	23	6	27
CCL14	0	0	0	0	0	0
RDM1	0	37	29	6	40	10
CCL15	18	68	69	5	4	4
CCL16	0	0	0	0	0	0
LYZL6	0	0	0	1	0	0
CCL15-CCL14	0	0	0	0	0	0
CCL4	0	169	0	0	2	0
CCL3	214	200	31	3	6	0
CCL18	2204	7	0	0	0	1
CCL3L3	0	0	0	0	0	0
CCL4L2	0	0	0	0	0	0
CCL4L1	0	0	0	0	0	0
TBC1D3F	0	0	0	0	0	0
LOC101060321	0	0	0	0	0	0
CCL3L1	0	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0
TBC1D3B	0	0	0	0	0	0
ZNHIT3	3660	13220	5171	3888	2019	1394
MRM1	1466	531	58	847	835	180
PIGW	554	844	3083	793	301	118
GGNBP2	6229	23741	14642	8337	4107	1612
DHRS11	135	1957	374	1097	818	388
LHX1	0	0	0	0	0	0
MIR2909	0	0	0	0	0	0
C17orf78	0	33	0	8	0	0
DUSP14	1511	4553	1860	1652	668	735
DDX52	2332	11631	6111	3410	1151	565
MIR378J	0	0	29	0	0	0
HNF1B	1014	8477	831	8025	881	1177
TBC1D3	0	0	0	0	0	0
LOC102724862	0	0	0	0	0	0
TBC1D3C	0	0	0	0	0	0
LOC101060351	0	0	0	0	0	0
LOC102723859	0	0	0	0	0	0
YWHAEP7	1	26	0	56	4	3
LOC101060389	0	0	0	0	0	0
LOC101060376	0	0	0	0	0	0
LOC440434	137	623	148	642	293	83
GPR179	0	0	17	17	6	13
SOCS7	1903	3711	1673	1610	913	258
MRPL45	3658	7224	3617	3220	1209	621
ARHGAP23	7	174	52	120	44	79
C17orf96	148	17	0	441	15	27
MLLT6	1490	5655	1550	2466	1605	921
PSMB3	15532	67910	20011	17505	11015	6740
PIP4K2B	757	4649	1510	2062	1279	682
MIR4734	0	0	0	0	0	0
MIR4726	1	1	0	0	0	2
CISD3	4423	17344	4422	12919	4653	1947
PCGF2	364	720	190	533	245	137
LASP1	5296	11510	3510	13384	3494	3203
LINC00672	11	124	133	195	63	31
MIR4727	0	0	0	0	0	0
C17orf98	0	106	1	0	24	7
RPL23	17721	33602	12411	39774	14302	8743
MIR6779	20	14	0	32	10	5
SNORA21	15	86	14	26	12	13
LRRC37A11P	1	3	0	0	1	0
ARL5C	0	0	0	2	0	0
CACNB1	573	666	54	336	255	128
RPL19	22466	71819	23355	56088	21585	10830
STAC2	1	0	1	0	3	0
MED1	1023	5150	1460	2634	737	393
CDK12	522	3197	1082	2875	1244	540
PGAP3	648	2645	369	3171	1067	1002
PNMT	0	133	90	5	93	30
STARD3	3664	11943	1268	4378	3359	2620
TCAP	0	0	1	0	4	0
NEUROD2	48	81	15	20	5	0
PPP1R1B	0	1645	357	2810	170	729
GRB7	492	2876	572	5789	862	840
MIEN1	12512	46443	13106	16936	8763	4551
MIR4728	0	0	0	1	0	0
ZPBP2	0	0	0	0	0	0
GSDMB	529	638	156	519	57	47
LRRC3C	0	0	0	0	0	0
ORMDL3	1511	3312	731	2351	792	458
GSDMA	0	0	0	0	0	0
CSF3	0	0	0	0	0	0
MED24	1538	12395	2481	4469	2179	1661
THRA	923	6192	2765	7765	2846	993
NR1D1	818	4091	507	5696	1400	669
SNORD124	0	0	0	0	0	0
MIR6884	0	0	0	0	0	0
RAPGEFL1	102	852	56	368	170	113
MSL1	1551	5857	4342	1310	901	226
CASC3	5229	10498	5484	6149	2893	1211
MIR6867	0	0	0	0	0	0
MIR6866	9	14	3	14	6	3
CDC6	0	348	166	382	4	55
RARA	52	1304	23	2164	798	660
GJD3	0	24	172	341	103	48
RARA-AS1	12	0	42	411	97	65
TNS4	0	0	0	6	2	0
TOP2A	0	4330	1	117	1478	84
IGFBP4	2489	2475	2470	2879	3796	6984
CCR7	0	1	1	0	19	8
KRT222	1714	3328	1692	411	501	107
KRT25	0	0	0	8	0	0
KRT24	27	0	0	46	3	0
KRT10	2969	12112	6917	9718	6126	2566
TMEM99	1192	5727	1587	2773	1063	791
KRT12	0	0	0	4	1	0
KRT28	0	0	0	4	0	0
KRT20	0	0	0	715	0	0
KRT27	0	0	0	0	8	0
KRT39	0	37	1	49	0	2
KRTAP3-3	0	0	0	0	0	0
KRT23	99	19671	2706	2370	2006	1126
KRTAP3-2	0	0	2	0	0	0
KRTAP3-1	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0
KRT40	403	519	420	96	5	8
KRTAP2-2	0	0	0	0	0	0
KRTAP4-7	0	0	1	0	0	2
KRTAP2-3	0	169	0	5	0	1
KRTAP2-4	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0
KRTAP4-12	0	0	0	0	0	7
KRTAP4-8	0	0	0	0	0	0
KRTAP1-1	19	35	0	3	34	6
KRTAP4-5	0	0	0	0	0	0
KRTAP4-11	0	0	0	22	0	0
KRTAP2-1	0	0	0	0	0	0
KRTAP4-1	0	0	0	0	0	2
KRTAP4-3	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0
KRTAP9-3	0	0	1	0	0	0
KRTAP9-9	0	0	0	0	0	0
KRTAP9-1	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0
KRTAP9-6	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0
KRT34	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0
KRT37	0	0	0	0	0	0
KRT31	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	0
KRT33B	0	1	0	0	0	0
LOC100505782	0	0	0	0	1	0
KRT33A	0	3	0	0	0	0
KRTAP29-1	0	0	0	0	0	0
KRT13	1	2	0	2	3	0
KRT36	1	4	0	0	0	0
KRT15	0	422	73	124	62	121
KRT38	0	0	0	0	0	0
KRT32	0	0	0	0	0	0
KRT19	12160	74267	9170	45394	13063	18395
KRT35	0	0	0	0	0	0
LINC00974	0	0	0	0	1	0
MIR6510	0	0	0	1	0	0
KRT17	6840	2	80	62	300	1890
KRT14	0	18	0	10	2	3
KRT16	0	8	0	1	0	0
KRT9	0	0	0	0	0	0
KRT42P	0	0	0	0	0	0
HAP1	89	2010	156	436	263	278
JUP	5479	31116	1733	45372	11754	14962
GAST	0	836	544	0	0	108
LEPREL4	2495	11371	1426	4434	3396	2350
ACLY	24395	89720	37779	17756	11430	4047
KLHL10	0	32	0	5	0	0
NT5C3B	1904	11920	2676	6603	3028	1972
KLHL11	820	571	672	287	702	361
NKIRAS2	1734	10581	2469	4992	1703	1259
CNP	15664	50317	6241	12091	6462	2884
DNAJC7	2837	11413	6047	6137	2255	1155
ZNF385C	43	1	0	15	17	4
DHX58	320	2509	143	623	273	148
HCRT	0	130	6	28	46	16
GHDC	303	1938	1019	3663	2414	1396
RAB5C	6898	13289	1256	18224	8519	5994
HSPB9	41	566	278	236	184	29
KAT2A	474	4121	903	1433	1707	417
KCNH4	0	110	83	42	13	26
STAT5A	650	1656	452	618	412	428
PTRF	130	1634	1204	778	737	2783
HSD17B1	928	2790	130	1393	999	618
MLX	6089	18528	4980	6058	2108	1181
NAGLU	2274	9560	1686	12408	5661	3113
PSMC3IP	35	720	436	141	109	80
FAM134C	2965	11162	2831	6988	2723	1211
COASY	7818	19042	3918	9167	3668	1972
MIR5010	0	3	0	3	10	4
PLEKHH3	184	1656	291	2742	1853	710
CCR10	509	1543	281	991	708	204
TUBG2	3156	6757	2335	2366	1769	524
CNTNAP1	19	316	351	131	138	56
MIR6780A	0	0	0	0	0	0
AOC4P	0	0	0	10	0	0
AOC3	0	142	58	97	50	8
WNK4	238	1956	399	493	426	254
PSME3	11005	18821	9396	10640	3567	2069
AOC2	0	362	37	79	21	19
VPS25	9616	28357	12338	11271	5531	2892
RAMP2	449	3360	955	430	2306	2375
RAMP2-AS1	12	557	75	59	181	114
COA3	31802	71658	42044	20136	13713	7455
CNTD1	193	780	211	79	102	17
BECN1	6877	20444	7093	8130	2117	1443
MIR6781	6	2	0	5	1	0
G6PC	0	391	0	1514	44	125
RPL27	19242	55328	15682	40793	15788	10020
PTGES3L	273	302	78	27	42	1
RUNDC1	1462	5508	2471	3702	1581	518
AARSD1	81	320	76	80	57	14
PTGES3L-AARSD1	0	0	0	0.5	0	0
LINC00671	12	245	179	313	10	34
VAT1	29150	52151	13397	54629	25783	19384
IFI35	1429	11120	2129	2772	1871	1024
BRCA1	237	228	156	152	87	57
RND2	35	1364	116	74	145	104
NBR1	5679	16181	7735	6055	2548	1174
LINC00854	0	15	0	16	7	3
LOC101929767	236	649	367	303	219	146
TMEM106A	77	509	255	237	208	22
ARL4D	2447	11686	3114	786	1467	346
MIR2117	0	0	0	0	1	0
LINC00910	339	879	241	467	210	101
DHX8	1470	9529	2118	3735	1165	787
ETV4	37	496	61	319	127	67
MEOX1	0	0	0	4	12	0
C17orf105	0	4	0	0	0	0
CD300LG	0	2	1	1	3	0
MPP3	724	2010	507	315	403	162
SOST	0	2	0	0	0	0
DUSP3	8324	21551	5477	14113	5607	2493
MPP2	534	7881	1870	1633	1524	692
PPY	596990	3654032	1587130	702859	68555	193313
FAM215A	0	0	0	0	0	0
NAGS	257	1197	423	394	1147	206
HDAC5	5930	12942	2425	6189	4188	1527
G6PC3	4811	21772	5173	11277	7749	4448
TMEM101	4000	11322	3618	4123	2637	1560
LSM12	631	992	389	290	150	52
ASB16-AS1	1027	2932	403	712	484	150
UBTF	2701	6704	1254	3822	2656	1359
C17orf53	349	233	1	232	22	19
TMUB2	3800	10787	2438	5436	3268	1969
ATXN7L3	369	2406	426	1474	669	452
ASB16	45	973	182	415	316	137
MIR6782	0	0	0	0	0	0
ITGA2B	0	21	38	11	15	0
RUNDC3A	2544	9517	3917	2398	4387	1501
SLC25A39	22707	61891	7218	31496	13013	7045
GRN	45116	185262	25359	73934	43807	24159
FAM171A2	0	0	4	19	136	50
LOC101926996	2	349	100	69	117	44
GPATCH8	1471	9043	3361	4987	1883	526
FZD2	1	40	25	106	6	51
LINC01180	1	3	0	4	1	0
DBF4B	206	789	8	153	208	72
CCDC43	2167	5314	4634	1557	603	348
C17orf104	0	74	6	27	2	0
ADAM11	0	94	73	0	2	0
EFTUD2	3242	8486	2040	5620	1385	937
GJC1	1	87	156	1	20	19
CCDC103	18	1111	365	359	147	88
HIGD1B	0	2	255	3	0	5
KIF18B	0	1	0	85	40	0
C1QL1	235	3279	128	11181	8210	3533
MIR6783	0	0	0	0	0	0
PLCD3	35	119	0	1717	133	180
NMT1	7032	18948	5122	5450	2720	1385
ACBD4	1331	2876	153	1484	883	369
HEXIM1	2555	8622	3691	3543	1752	780
HEXIM2	707	3434	566	786	633	196
MIR6784	0	0	0	0	0	0
FMNL1	90	1117	201	488	514	78
SPATA32	4	28	0	38	4	2
MAP3K14-AS1	183	819	34	212	69	18
ARHGAP27	1241	1649	27	939	223	264
LRRC37A4P	332	602	389	248	153	31
MIR4315-1	0	0	0	0	0	0
MIR4315-2	0	0	0	0	0	0
CRHR1-IT1	212	920	471	93	180	53
MGC57346	695	2454	590	377	416	149
LOC644172	0.5	5	0.5	7	8	4
MAPT-IT1	0	0	24	25	1	0
MAPT-AS1	0	0	0	0	0	0
SPPL2C	0	0	0	0	0	0
STH	0	0	0	0	5	2
KANSL1-AS1	135	841	213	273	242	136
LRRC37A	2	25	0	6	11	0
LRRC37A2	22	331	28	30	24	4
WNT9B	0	0	0	12	0	0
WNT3	45	342	313	70	55	12
RPRML	0	41	4	70	27	18
MIR5089	0	0	0	0	0	0
GOSR2	5162	15441	4163	3750	2679	1099
MYL4	0	3	46	0	0	1
LOC102724508	0	268	30	5	27	45
MRPL45P2	9	366	110	130	84	40
TBKBP1	57	1574	112	294	331	173
TBX21	0	0	0	0	0	0
SCRN2	2308	9281	1301	3622	2577	1208
LRRC46	0	102	0	66	62	5
SP6	0	0	0	19	1	12
MRPL10	2718	11700	2690	5380	2331	1277
OSBPL7	218	2193	298	1854	696	306
CDK5RAP3	7399	20071	10573	6375	3136	1531
COPZ2	298	190	52	582	167	111
PRR15L	1426	7503	2827	8338	1091	1078
PNPO	4640	14007	1903	3794	1999	1125
MIR152	0	0	0	0	0	0
CBX1	1144	5509	1449	3028	1494	742
SNX11	3490	7635	1744	1963	1277	641
MIR1203	0	0	0	0	0	0
HOXB2	186	437	318	267	1228	212
HOXB1	0	0	0	0	0	0
HOXB-AS1	17	76	26	0	24	0
HOXB4	0	0	4	17	67	3
HOXB3	7	107	59	23	89	37
MIR10A	0	0	0	0	0	0
HOXB-AS3	0	7	38	0	10	15
HOXB7	0	60	145	16	92	112
HOXB6	46	0	101	6	63	99
HOXB8	1	0	0	0	0	0
HOXB5	0	0	353	10	111	196
HOXB9	1	1	0	0	0	0
MIR196A1	0	0	0	0	0	0
PRAC1	0	0	0	0	0	0
PRAC2	0	0	0	0	0	0
MIR3185	0	0	0	0	0	0
TTLL6	224	1023	248	142	389	52
HOXB13	0	1	0	0	1	0
GIP	0	0	0	0	0	0
UBE2Z	3004	8137	2019	5806	5158	2445
ATP5G1	14678	29481	10219	8735	5928	3624
SNF8	567	5029	1733	8430	3698	1920
IGF2BP1	3	29	1	15	0	0
B4GALNT2	0	0	0	12	0	0
GNGT2	0	0	336	0	40	43
ABI3	666	583	263	2	200	1071
PHOSPHO1	0	0	0	0	4	0
ZNF652	4121	18963	4490	4327	1838	603
FLJ40194	0	0	0	0	0	0
MIR6129	0	0	0	0	0	0
PHB	9414	25049	6559	7794	2869	2158
LOC101927207	0	1	0	0	0	0
NXPH3	0	0	42	127	81	46
LOC100288866	0	0	0	0	0	0
SLC35B1	8414	23509	10610	10102	5280	2836
TAC4	0	0	0	1	0	0
KAT7	2223	7403	3015	2509	1447	487
FLJ45513	2	388	0	2	5	1
DLX4	0	0	0	9	0	0
DLX3	0	0	0	9	27	0
PPP1R9B	807	1083	394	818	537	313
PDK2	2631	9050	1172	5753	2242	1757
LOC284080	0	6	0	8	9	0
ITGA3	1083	7433	809	8080	1434	1513
SAMD14	0	95	1	12	7	30
SGCA	0	17	88	0	2	126
HILS1	0	0	0	0	0	0
COL1A1	12152	16613	41660	2776	44851	20465
TMEM92	104	612	96	158	89	75
LOC101927230	0	0	56	0	0	0
XYLT2	3629	3994	833	1468	993	581
EME1	377	201	0	92	12	18
LRRC59	1817	3897	1392	8177	1601	1151
MRPL27	8092	21090	13313	7729	3136	2661
ACSF2	208	1124	472	2676	144	133
RSAD1	2391	13436	3607	4966	2284	1255
CHAD	0	59	0	89	1	38
MYCBPAP	0	129	5	29	29	6
EPN3	102	407	1	4311	259	148
CACNA1G	0	0	0	0	26	0
CACNA1G-AS1	1	14	0	7	4	0
ANKRD40	11709	10972	10499	2747	961	467
MIR8059	0	0	0	0	0	0
LUC7L3	7557	42083	23131	11620	8700	2286
LINC00483	0	4	0	4	0	1
TOB1-AS1	230	677	211	180	313	47
TOB1	16385	28989	18201	10735	2562	906
WFIKKN2	0	0	0	26	11	0
NME2	288.25	1223.5	187.75	1190	498.25	314.25
NME1	3404	13702	5184	4808	2324	902
NME1-NME2	4	12	1	4	6	1
UTP18	3378	9066	5913	2309	1693	493
LOC101927274	0	0	0	0	0	0
C17orf112	0	0	0	0	0	0
KIF2B	0	0	0	0	0	0
COX11	4108	11374	4226	3283	1984	817
TOM1L1	4924	13922	5624	3739	1841	497
PCTP	821	2609	1022	1498	671	376
TMEM100	0	0	3	1	2	0
NOG	58	115	36	39	18	17
C17orf67	4	384	0	446	109	69
MIR3614	0	0	0	0	0	0
COIL	1870	5730	3240	2441	1089	402
TRIM25	987	4182	1431	3257	1047	406
MTVR2	0	26	0	43	7	5
SCPEP1	6465	22615	7762	6929	3175	1594
RNF126P1	29	128	5	280	132	58
LOC101927557	0	0	1	2	0	0
LOC101927539	0	3	0	0	0	0
CCDC182	0	0	0	0	0	0
MRPS23	4211	13041	6971	4630	2027	1021
SRSF1	9389	19153	9730	8556	5256	1968
VEZF1	2869	10926	5674	6042	2795	1299
DYNLL2	9	439	193	556	272	155
LOC101927666	0	3	2	0	1	0
MKS1	1664	4110	2499	1068	553	237
EPX	0	90	0	4	2	3
MPO	0	190	0	0	2	4
OR4D1	0	0	0	0	0	0
LPO	0	27	0	10	32	6
MSX2P1	0	0	0	2	1	0
OR4D2	0	0	0	0	0	0
BZRAP1-AS1	22	115	100	53	67	39
BZRAP1	425	2978	500	687	315	331
SUPT4H1	2911	8268	3688	5506	1634	999
MIR4736	0	0	0	0	0	0
MIR142	0	0	0	0	0	0
SEPT4	337	908	1382	152	74	90
HSF5	0	207	0	33	8	1
MTMR4	2084	4066	2237	2438	769	499
C17orf47	0	4	0	8	39	0
RAD51C	1963	4566	3377	1429	1118	431
SKA2	2669	6384	5397	1166	721	256
MIR454	0	29	0	0	0	0
MIR301A	0	0	0	0	0	0
GDPD1	86	407	407	462	137	43
SMG8	2058	5685	1111	1325	657	224
MIR4729	0	0	0	0	0	0
CLTC	25047	51587	48187	10198	8733	3865
PTRH2	1501	7423	3646	3408	900	699
MIR21	1	18	20	29	6	11
RPS6KB1	1698	3937	2572	1063	409	196
RNFT1	935	2253	1870	689	289	128
TUBD1	633	3443	2575	479	286	116
LOC653653	369	220	162	67	87	22
MIR4737	2	8	19	2	8	3
WFDC21P	637	875	234	2438	148	297
HEATR6	718	3258	1995	1351	611	359
CA4	164	2475	809	732	215	2637
SCARNA20	12	42	0	45	17	8
C17orf64	0	0	0	10	0	6
C17orf82	0	0	0	14	23	10
TBX2	0	0	23	112	134	203
TBX4	0	1	0	0	0	0
NACA2	1515	5001	2300	3452	1401	725
INTS2	491	1754	1635	389	213	85
TBC1D3P2	1	0	0	1	0	1
EFCAB3	0	0	0	0	0	0
METTL2A	518	1470	283	762	415	211
MRC2	258	0	75	157	652	465
ACE	362	1147	291	627	806	1354
CYB561	3997	16630	3615	10444	4718	2505
TACO1	1278	7441	1809	3521	1247	626
DCAF7	5360	19975	6392	10287	4702	2723
LOC729683	0	11	2	37	44	75
LIMD2	218	1557	67	634	445	399
STRADA	1183	5589	1048	1845	1549	741
CCDC47	13386	39700	20260	16612	4615	2106
GH2	0	0	0	0	0	0
CSHL1	0	0	0	6	0	0
SMARCD2	530	3530	882	3156	971	753
CSH2	0	4	0	0	0	0
CSH1	0	0	0	1	0	0
TCAM1P	0	0	0	7	15	3
GH1	0	0	0	0	0	0
FTSJ3	3384	8370	4501	2588	1452	683
PSMC5	10371	44109	16015	12236	6957	3879
PRR29	46	1	0	5	1	63
SCN4A	0	0	0	22	1	1
ICAM2	871	1527	656	227	251	942
CD79B	0	0	39	13	3	34
SNORD104	94	214	4	464	187	102
SNORA76C	0	44	1	19	5	4
POLG2	470	2028	961	500	326	138
MIR5047	209	1176	1718	438	691	216
PECAM1	85	632	5638	5	150	2784
MILR1	0	209	37	0	1	0
MIR3064	173	1130	638	244	166	62
DDX5	60453	236439	129014	40647	22396	11622
LOC146880	535	1294	780	427	357	178
MIR6080	0	0	0	0	0	0
AMZ2P1	1955	4428	3755	1354	580	291
LOC100507002	751	2710	208	256	168	152
AXIN2	98	823	254	441	224	96
